Day_of_Year,Week,Day,Week_Factor,Day_Factor,Mode,Mean,Sigma,Robust_68_Min,Robust_68_Max,Robust_95_Min,Robust_95_Max,Robust_99_Min,Robust_99_Max,Variability_Included
250,36,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
251,36,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
252,36,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
253,37,1,0.0075,0.11,76.626,76.43457135105746,19.319210648152595,57.115360702904866,95.75378199921005,44.55787378160568,108.31126892050924,31.420810540861908,121.448332161253,Market growth + Tsukumo share growth + week seasonality + day seasonality
254,37,2,0.0075,0.15,104.49,104.22896093326015,26.34437815657174,77.88458277668842,130.5733390898319,60.76073697491679,147.6971848916035,42.846559828448,165.61136203807231,Market growth + Tsukumo share growth + week seasonality + day seasonality
255,37,3,0.0075,0.19,132.354,132.02335051546288,33.36954566499082,98.65380485047206,165.3928961804537,76.96360016822803,187.08310086269773,54.27230911603428,209.77439191489148,Market growth + Tsukumo share growth + week seasonality + day seasonality
256,37,4,0.0075,0.23,160.21800000000002,159.8177400976656,40.394713173409954,119.42302692425564,200.21245327107556,93.16646336153917,226.469016833792,65.6980584036204,253.9374217917108,Market growth + Tsukumo share growth + week seasonality + day seasonality
257,37,5,0.0075,0.14,97.52400000000002,97.2803635377095,24.588086279466918,72.69227725824258,121.86844981717643,56.710021176589095,137.85070589882991,39.990122506551586,154.57060456886742,Market growth + Tsukumo share growth + week seasonality + day seasonality
258,37,6,0.0075,0.1,69.66000000000001,69.48597395550678,17.562918771047848,51.92305518445893,87.04889272655463,40.507157983277835,98.46478992773572,28.564373218965294,110.40757469204826,Market growth + Tsukumo share growth + week seasonality + day seasonality
259,37,7,0.0075,0.08,55.728,55.588779164405416,14.050335016838275,41.53844414756714,69.63911418124368,32.40572638662226,78.77183194218857,22.851498575172236,88.32605975363859,Market growth + Tsukumo share growth + week seasonality + day seasonality
260,38,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
261,38,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
262,38,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
263,38,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
264,38,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
265,38,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
266,38,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
267,39,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
268,39,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
269,39,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
270,39,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
271,39,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
272,39,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
273,39,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
274,40,1,0.015,0.11,153.252,152.8691427021149,38.63842129630519,114.23072140580973,191.5075639984201,89.11574756321136,216.62253784101847,62.841621081723815,242.896664322506,Market growth + Tsukumo share growth + week seasonality + day seasonality
275,40,2,0.015,0.15,208.98,208.4579218665203,52.68875631314348,155.76916555337684,261.1466781796638,121.52147394983358,295.394369783207,85.693119656896,331.22272407614463,Market growth + Tsukumo share growth + week seasonality + day seasonality
276,40,3,0.015,0.19,264.708,264.04670103092576,66.73909132998163,197.3076097009441,330.7857923609074,153.92720033645605,374.16620172539547,108.54461823206856,419.54878382978296,Market growth + Tsukumo share growth + week seasonality + day seasonality
277,40,4,0.015,0.23,320.43600000000004,319.6354801953312,80.78942634681991,238.84605384851127,400.4249065421511,186.33292672307834,452.938033667584,131.3961168072408,507.8748435834216,Market growth + Tsukumo share growth + week seasonality + day seasonality
278,40,5,0.015,0.14,195.04800000000003,194.560727075419,49.176172558933835,145.38455451648517,243.73689963435285,113.42004235317819,275.70141179765983,79.98024501310317,309.14120913773485,Market growth + Tsukumo share growth + week seasonality + day seasonality
279,40,6,0.015,0.1,139.32000000000002,138.97194791101356,35.125837542095695,103.84611036891786,174.09778545310925,81.01431596655567,196.92957985547145,57.12874643793059,220.81514938409651,Market growth + Tsukumo share growth + week seasonality + day seasonality
280,40,7,0.015,0.08,111.456,111.17755832881083,28.10067003367655,83.07688829513428,139.27822836248737,64.81145277324453,157.54366388437714,45.70299715034447,176.65211950727718,Market growth + Tsukumo share growth + week seasonality + day seasonality
281,41,1,0.015,0.11,153.252,152.8691427021149,38.63842129630519,114.23072140580973,191.5075639984201,89.11574756321136,216.62253784101847,62.841621081723815,242.896664322506,Market growth + Tsukumo share growth + week seasonality + day seasonality
282,41,2,0.015,0.15,208.98,208.4579218665203,52.68875631314348,155.76916555337684,261.1466781796638,121.52147394983358,295.394369783207,85.693119656896,331.22272407614463,Market growth + Tsukumo share growth + week seasonality + day seasonality
283,41,3,0.015,0.19,264.708,264.04670103092576,66.73909132998163,197.3076097009441,330.7857923609074,153.92720033645605,374.16620172539547,108.54461823206856,419.54878382978296,Market growth + Tsukumo share growth + week seasonality + day seasonality
284,41,4,0.015,0.23,320.43600000000004,319.6354801953312,80.78942634681991,238.84605384851127,400.4249065421511,186.33292672307834,452.938033667584,131.3961168072408,507.8748435834216,Market growth + Tsukumo share growth + week seasonality + day seasonality
285,41,5,0.015,0.14,195.04800000000003,194.560727075419,49.176172558933835,145.38455451648517,243.73689963435285,113.42004235317819,275.70141179765983,79.98024501310317,309.14120913773485,Market growth + Tsukumo share growth + week seasonality + day seasonality
286,41,6,0.015,0.1,139.32000000000002,138.97194791101356,35.125837542095695,103.84611036891786,174.09778545310925,81.01431596655567,196.92957985547145,57.12874643793059,220.81514938409651,Market growth + Tsukumo share growth + week seasonality + day seasonality
287,41,7,0.015,0.08,111.456,111.17755832881083,28.10067003367655,83.07688829513428,139.27822836248737,64.81145277324453,157.54366388437714,45.70299715034447,176.65211950727718,Market growth + Tsukumo share growth + week seasonality + day seasonality
288,42,1,0.0175,0.11,178.794,178.34733315246743,45.07815817902266,133.26917497344476,223.4254913314901,103.96837215708004,252.72629414785482,73.31522459534463,283.3794417095902,Market growth + Tsukumo share growth + week seasonality + day seasonality
289,42,2,0.0175,0.15,243.81,243.20090884427375,61.47021569866729,181.73069314560647,304.671124542941,141.77505294147272,344.6267647470748,99.97530626637896,386.4265114221686,Market growth + Tsukumo share growth + week seasonality + day seasonality
290,42,3,0.0175,0.19,308.826,308.05448453608005,77.86227321831207,230.192211317768,385.9167577543921,179.58173372586515,436.52723534629496,126.63538793741293,489.4735811347472,Market growth + Tsukumo share growth + week seasonality + day seasonality
291,42,4,0.0175,0.23,373.84200000000004,372.90806022788644,94.25433073795648,278.65372948992996,467.1623909658429,217.38841451025826,528.4277059455146,153.29546960844783,592.520650847325,Market growth + Tsukumo share growth + week seasonality + day seasonality
292,42,5,0.0175,0.14,227.55600000000004,226.98751492132217,57.37220131875625,169.61531360256592,284.3597162400784,132.32338274537437,321.65164709727,93.31028584862011,360.6647439940242,Market growth + Tsukumo share growth + week seasonality + day seasonality
293,42,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
294,42,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
295,43,1,0.0175,0.11,178.794,178.34733315246743,45.07815817902266,133.26917497344476,223.4254913314901,103.96837215708004,252.72629414785482,73.31522459534463,283.3794417095902,Market growth + Tsukumo share growth + week seasonality + day seasonality
296,43,2,0.0175,0.15,243.81,243.20090884427375,61.47021569866729,181.73069314560647,304.671124542941,141.77505294147272,344.6267647470748,99.97530626637896,386.4265114221686,Market growth + Tsukumo share growth + week seasonality + day seasonality
297,43,3,0.0175,0.19,308.826,308.05448453608005,77.86227321831207,230.192211317768,385.9167577543921,179.58173372586515,436.52723534629496,126.63538793741293,489.4735811347472,Market growth + Tsukumo share growth + week seasonality + day seasonality
298,43,4,0.0175,0.23,373.84200000000004,372.90806022788644,94.25433073795648,278.65372948992996,467.1623909658429,217.38841451025826,528.4277059455146,153.29546960844783,592.520650847325,Market growth + Tsukumo share growth + week seasonality + day seasonality
299,43,5,0.0175,0.14,227.55600000000004,226.98751492132217,57.37220131875625,169.61531360256592,284.3597162400784,132.32338274537437,321.65164709727,93.31028584862011,360.6647439940242,Market growth + Tsukumo share growth + week seasonality + day seasonality
300,43,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
301,43,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
302,44,1,0.025,0.11,255.42,254.78190450352488,64.39736882717543,190.38453567634946,319.1792733307003,148.52624593868543,361.0375630683643,104.73603513620614,404.82777387084366,Market growth + Tsukumo share growth + week seasonality + day seasonality
303,44,2,0.025,0.15,348.3,347.4298697775339,87.81459385523932,259.6152759222946,435.2444636327732,202.535789916389,492.32394963867876,142.82186609482628,552.0378734602415,Market growth + Tsukumo share growth + week seasonality + day seasonality
304,44,3,0.025,0.19,441.18,440.077835051543,111.23181888330299,328.84601616824,551.309653934846,256.54533389409306,623.610336208993,180.907697053447,699.247973049639,Market growth + Tsukumo share growth + week seasonality + day seasonality
305,44,4,0.025,0.23,534.0600000000001,532.7258003255521,134.64904391136636,398.07675641418575,667.3748442369184,310.5548778717976,754.8967227793066,218.99352801206845,846.4580726390357,Market growth + Tsukumo share growth + week seasonality + day seasonality
306,44,5,0.025,0.14,325.08000000000004,324.2678784590317,81.96028759822315,242.30759086080855,406.22816605725484,189.0334039219635,459.5023529960999,133.30040835517175,515.2353485628917,Market growth + Tsukumo share growth + week seasonality + day seasonality
307,44,6,0.025,0.1,232.20000000000002,231.61991318502265,58.543062570159414,173.07685061486325,290.16297575518206,135.02385994425964,328.21596642578567,95.21457739655122,368.02524897349406,Market growth + Tsukumo share growth + week seasonality + day seasonality
308,44,7,0.025,0.08,185.76,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
309,45,1,0.05,0.11,510.84,509.56380900704977,128.79473765435085,380.7690713526989,638.3585466614006,297.05249187737087,722.0751261367286,209.47207027241228,809.6555477416873,Market growth + Tsukumo share growth + week seasonality + day seasonality
310,45,2,0.05,0.15,696.6,694.8597395550678,175.62918771047865,519.2305518445892,870.4889272655464,405.071579832778,984.6478992773575,285.64373218965255,1104.075746920483,Market growth + Tsukumo share growth + week seasonality + day seasonality
311,45,3,0.05,0.19,882.36,880.155670103086,222.46363776660598,657.69203233648,1102.619307869692,513.0906677881861,1247.220672417986,361.815394106894,1398.495946099278,Market growth + Tsukumo share growth + week seasonality + day seasonality
312,45,4,0.05,0.23,1068.1200000000001,1065.4516006511042,269.2980878227327,796.1535128283715,1334.7496884738368,621.1097557435952,1509.7934455586133,437.9870560241369,1692.9161452780713,Market growth + Tsukumo share growth + week seasonality + day seasonality
313,45,5,0.05,0.14,650.1600000000001,648.5357569180634,163.9205751964463,484.6151817216171,812.4563321145097,378.066807843927,919.0047059921998,266.6008167103435,1030.4706971257833,Market growth + Tsukumo share growth + week seasonality + day seasonality
314,45,6,0.05,0.1,464.40000000000003,463.2398263700453,117.08612514031883,346.1537012297265,580.3259515103641,270.0477198885193,656.4319328515713,190.42915479310244,736.0504979469881,Market growth + Tsukumo share growth + week seasonality + day seasonality
315,45,7,0.05,0.08,371.52,370.59186109603615,93.6689001122553,276.92296098378085,464.26076120829146,216.0381759108149,525.1455462812573,152.3433238344813,588.840398357591,Market growth + Tsukumo share growth + week seasonality + day seasonality
316,46,1,0.075,0.11,766.26,764.3457135105746,193.19210648152594,571.1536070290487,957.5378199921005,445.5787378160568,1083.1126892050925,314.20810540861913,1214.48332161253,Market growth + Tsukumo share growth + week seasonality + day seasonality
317,46,2,0.075,0.15,1044.8999999999999,1042.2896093326017,263.443781565717,778.8458277668847,1305.7333908983187,607.6073697491686,1476.9718489160348,428.46559828448096,1656.1136203807223,Market growth + Tsukumo share growth + week seasonality + day seasonality
318,46,3,0.075,0.19,1323.54,1320.2335051546288,333.6954566499085,986.5380485047203,1653.9289618045373,769.6360016822798,1870.8310086269778,542.7230911603419,2097.7439191489157,Market growth + Tsukumo share growth + week seasonality + day seasonality
319,46,4,0.075,0.23,1602.18,1598.1774009766561,403.9471317340989,1194.2302692425574,2002.124532710755,931.664633615393,2264.690168337919,656.9805840362058,2539.3742179171068,Market growth + Tsukumo share growth + week seasonality + day seasonality
320,46,5,0.075,0.14,975.2400000000001,972.803635377095,245.8808627946694,726.9227725824256,1218.6844981717645,567.1002117658904,1378.5070589882996,399.9012250655153,1545.7060456886747,Market growth + Tsukumo share growth + week seasonality + day seasonality
321,46,6,0.075,0.1,696.6,694.8597395550678,175.62918771047848,519.2305518445893,870.4889272655463,405.0715798327783,984.6478992773573,285.64373218965295,1104.0757469204827,Market growth + Tsukumo share growth + week seasonality + day seasonality
322,46,7,0.075,0.08,557.28,555.8877916440542,140.50335016838278,415.38444147567145,696.391141812437,324.0572638662227,787.7183194218858,228.51498575172235,883.2605975363861,Market growth + Tsukumo share growth + week seasonality + day seasonality
323,47,1,0.05,0.11,510.84,509.56380900704977,128.79473765435085,380.7690713526989,638.3585466614006,297.05249187737087,722.0751261367286,209.47207027241228,809.6555477416873,Market growth + Tsukumo share growth + week seasonality + day seasonality
324,47,2,0.05,0.15,696.6,694.8597395550678,175.62918771047865,519.2305518445892,870.4889272655464,405.071579832778,984.6478992773575,285.64373218965255,1104.075746920483,Market growth + Tsukumo share growth + week seasonality + day seasonality
325,47,3,0.05,0.19,882.36,880.155670103086,222.46363776660598,657.69203233648,1102.619307869692,513.0906677881861,1247.220672417986,361.815394106894,1398.495946099278,Market growth + Tsukumo share growth + week seasonality + day seasonality
326,47,4,0.05,0.23,1068.1200000000001,1065.4516006511042,269.2980878227327,796.1535128283715,1334.7496884738368,621.1097557435952,1509.7934455586133,437.9870560241369,1692.9161452780713,Market growth + Tsukumo share growth + week seasonality + day seasonality
327,47,5,0.05,0.14,650.1600000000001,648.5357569180634,163.9205751964463,484.6151817216171,812.4563321145097,378.066807843927,919.0047059921998,266.6008167103435,1030.4706971257833,Market growth + Tsukumo share growth + week seasonality + day seasonality
328,47,6,0.05,0.1,464.40000000000003,463.2398263700453,117.08612514031883,346.1537012297265,580.3259515103641,270.0477198885193,656.4319328515713,190.42915479310244,736.0504979469881,Market growth + Tsukumo share growth + week seasonality + day seasonality
329,47,7,0.05,0.08,371.52,370.59186109603615,93.6689001122553,276.92296098378085,464.26076120829146,216.0381759108149,525.1455462812573,152.3433238344813,588.840398357591,Market growth + Tsukumo share growth + week seasonality + day seasonality
330,48,1,0.025,0.11,255.42,254.78190450352488,64.39736882717543,190.38453567634946,319.1792733307003,148.52624593868543,361.0375630683643,104.73603513620614,404.82777387084366,Market growth + Tsukumo share growth + week seasonality + day seasonality
331,48,2,0.025,0.15,348.3,347.4298697775339,87.81459385523932,259.6152759222946,435.2444636327732,202.535789916389,492.32394963867876,142.82186609482628,552.0378734602415,Market growth + Tsukumo share growth + week seasonality + day seasonality
332,48,3,0.025,0.19,441.18,440.077835051543,111.23181888330299,328.84601616824,551.309653934846,256.54533389409306,623.610336208993,180.907697053447,699.247973049639,Market growth + Tsukumo share growth + week seasonality + day seasonality
333,48,4,0.025,0.23,534.0600000000001,532.7258003255521,134.64904391136636,398.07675641418575,667.3748442369184,310.5548778717976,754.8967227793066,218.99352801206845,846.4580726390357,Market growth + Tsukumo share growth + week seasonality + day seasonality
334,48,5,0.025,0.14,325.08000000000004,324.2678784590317,81.96028759822315,242.30759086080855,406.22816605725484,189.0334039219635,459.5023529960999,133.30040835517175,515.2353485628917,Market growth + Tsukumo share growth + week seasonality + day seasonality
335,48,6,0.025,0.1,232.20000000000002,231.61991318502265,58.543062570159414,173.07685061486325,290.16297575518206,135.02385994425964,328.21596642578567,95.21457739655122,368.02524897349406,Market growth + Tsukumo share growth + week seasonality + day seasonality
336,48,7,0.025,0.08,185.76,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
337,49,1,0.0175,0.11,178.794,178.34733315246743,45.07815817902266,133.26917497344476,223.4254913314901,103.96837215708004,252.72629414785482,73.31522459534463,283.3794417095902,Market growth + Tsukumo share growth + week seasonality + day seasonality
338,49,2,0.0175,0.15,243.81,243.20090884427375,61.47021569866729,181.73069314560647,304.671124542941,141.77505294147272,344.6267647470748,99.97530626637896,386.4265114221686,Market growth + Tsukumo share growth + week seasonality + day seasonality
339,49,3,0.0175,0.19,308.826,308.05448453608005,77.86227321831207,230.192211317768,385.9167577543921,179.58173372586515,436.52723534629496,126.63538793741293,489.4735811347472,Market growth + Tsukumo share growth + week seasonality + day seasonality
340,49,4,0.0175,0.23,373.84200000000004,372.90806022788644,94.25433073795648,278.65372948992996,467.1623909658429,217.38841451025826,528.4277059455146,153.29546960844783,592.520650847325,Market growth + Tsukumo share growth + week seasonality + day seasonality
341,49,5,0.0175,0.14,227.55600000000004,226.98751492132217,57.37220131875625,169.61531360256592,284.3597162400784,132.32338274537437,321.65164709727,93.31028584862011,360.6647439940242,Market growth + Tsukumo share growth + week seasonality + day seasonality
342,49,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
343,49,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
344,50,1,0.02,0.11,204.336,203.82552360281989,51.51789506174032,152.30762854107957,255.3434186645602,118.82099675094837,288.8300504546914,83.78882810896494,323.86221909667483,Market growth + Tsukumo share growth + week seasonality + day seasonality
345,50,2,0.02,0.15,278.64,277.9438958220271,70.25167508419129,207.69222073783584,348.1955709062184,162.0286319331115,393.8591597109427,114.2574928758614,441.6302987681928,Market growth + Tsukumo share growth + week seasonality + day seasonality
346,50,3,0.02,0.19,352.944,352.06226804123435,88.98545510664235,263.076812934592,441.0477231478767,205.23626711527447,498.8882689671942,144.72615764275767,559.398378439711,Market growth + Tsukumo share growth + week seasonality + day seasonality
347,50,4,0.02,0.23,427.24800000000005,426.1806402604416,107.71923512909329,318.4614051313483,533.8998753895348,248.44390229743766,603.9173782234454,175.1948224096542,677.166458111229,Market growth + Tsukumo share growth + week seasonality + day seasonality
348,50,5,0.02,0.14,260.064,259.41430276722537,65.56823007857844,193.84607268864693,324.9825328458038,151.22672313757096,367.6018823968798,106.64032668413759,412.18827885031317,Market growth + Tsukumo share growth + week seasonality + day seasonality
349,50,6,0.02,0.1,185.76000000000002,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
350,50,7,0.02,0.08,148.608,148.23674443841446,37.46756004490205,110.7691843935124,185.70430448331652,86.41527036432609,210.05821851250283,60.93732953379268,235.53615934303625,Market growth + Tsukumo share growth + week seasonality + day seasonality
351,51,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
352,51,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
353,51,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
354,51,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
355,51,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
356,51,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
357,51,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
358,52,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
359,52,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
360,52,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
361,52,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
362,52,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
363,52,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
364,52,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
